time	I(L1)	I(a)
3.164466656715388e-003	-5.206621e+001	7.499480e-003
3.184466656715394e-003	-5.433469e+001	7.499457e-003
3.204466656715400e-003	-5.655954e+001	7.499435e-003
3.224466656715407e-003	-5.874078e+001	7.499413e-003
3.244466656715413e-003	-6.087838e+001	7.499392e-003
3.264466656715419e-003	-6.297237e+001	7.499371e-003
3.284466656715425e-003	-6.502273e+001	7.499350e-003
3.294466656715428e-003	-6.593003e+001	7.499341e-003
3.304466656715431e-003	-6.651735e+001	7.499335e-003
3.314466656715434e-003	-6.668423e+001	7.499333e-003
3.324466656715437e-003	-6.643774e+001	7.499336e-003
3.333914673861592e-003	-6.591333e+001	7.499341e-003
3.357641149024234e-003	-6.436913e+001	7.499357e-003
3.381367624186876e-003	-6.285900e+001	7.499372e-003
3.405094099349518e-003	-6.138293e+001	7.499387e-003
3.428820574512160e-003	-5.994092e+001	7.499401e-003
3.452547049674802e-003	-5.853298e+001	7.499415e-003
3.476273524837445e-003	-5.715911e+001	7.499429e-003
3.500000000000086e-003	-5.581930e+001	7.499442e-003
3.525000000000094e-003	-5.444281e+001	7.499456e-003
3.550000000000101e-003	-5.309822e+001	7.499469e-003
3.575000000000108e-003	-5.178551e+001	7.499483e-003
3.600000000000115e-003	-5.050469e+001	7.499495e-003
3.625000000000122e-003	-4.925576e+001	7.499508e-003
3.650000000000129e-003	-4.803872e+001	7.499520e-003
3.675000000000137e-003	-4.685357e+001	7.499532e-003
3.685000000000140e-003	-4.659435e+001	7.499535e-003
3.695000000000143e-003	-4.695960e+001	7.499531e-003
3.705000000000146e-003	-4.794311e+001	7.499521e-003
3.726428571428724e-003	-5.045670e+001	7.499496e-003
3.747857142857302e-003	-5.291968e+001	7.499471e-003
3.769285714285880e-003	-5.533203e+001	7.499447e-003
3.790714285714458e-003	-5.769376e+001	7.499424e-003
3.812142857143036e-003	-6.000487e+001	7.499401e-003
3.833571428571614e-003	-6.226535e+001	7.499378e-003
3.855000000000192e-003	-6.447522e+001	7.499356e-003
3.865000000000195e-003	-6.528432e+001	-1.640843e+001
3.875000000000198e-003	-6.546349e+001	-4.907682e+001
3.885000000000201e-003	-6.501897e+001	-6.500396e+001
4.000160187482324e-003	-5.794047e+001	-5.792547e+001
4.110251998900888e-003	-5.189773e+001	-5.188273e+001
4.120251998900891e-003	-5.158829e+001	-3.865084e+001
4.130251998900894e-003	-5.190382e+001	-1.283555e+001
4.140251998900897e-003	-5.283809e+001	7.499472e-003
4.160251998900903e-003	-5.508921e+001	7.499450e-003
4.180251998900909e-003	-5.729784e+001	7.499428e-003
4.200251998900915e-003	-5.946398e+001	7.499406e-003
4.220251998900922e-003	-6.158764e+001	7.499385e-003
4.240251998900928e-003	-6.366881e+001	7.499364e-003
4.260251998900934e-003	-6.570750e+001	7.499344e-003
4.280251998900940e-003	-6.770370e+001	7.499324e-003
4.290251998900943e-003	-6.858430e+001	7.499315e-003
4.300251998900946e-003	-6.914520e+001	7.499309e-003
4.310251998900949e-003	-6.938956e+001	7.499307e-003
4.320251998900952e-003	-6.942419e+001	7.499306e-003
4.330251998900955e-003	-6.914754e+001	7.499309e-003
4.340251998900958e-003	-6.856269e+001	7.499315e-003
4.363073141915120e-003	-6.701684e+001	7.499330e-003
4.385894284929281e-003	-6.550387e+001	7.499346e-003
4.408715427943443e-003	-6.402378e+001	7.499361e-003
4.431536570957603e-003	-6.257658e+001	7.499375e-003
4.454357713971765e-003	-6.116225e+001	7.499389e-003
4.477178856985926e-003	-5.978080e+001	7.499403e-003
4.500000000000087e-003	-5.843224e+001	7.499416e-003
4.520660285949897e-003	-5.723843e+001	7.499428e-003
4.541320571899705e-003	-5.606772e+001	7.499440e-003
4.561980857849515e-003	-5.492011e+001	7.499451e-003
4.582641143799324e-003	-5.379560e+001	7.499462e-003
4.603301429749134e-003	-5.269419e+001	7.499474e-003
4.623961715698942e-003	-5.161587e+001	7.499484e-003
4.644622001648752e-003	-5.056065e+001	7.499495e-003
4.654622001648755e-003	-5.016088e+001	7.499499e-003
4.664622001648758e-003	-5.007603e+001	7.499500e-003
4.674622001648761e-003	-5.030296e+001	7.499497e-003
4.704622001648770e-003	-5.127816e+001	7.499488e-003
4.714622001648773e-003	-5.170043e+001	7.499483e-003
