time	V(U1M)	V(U1U2)	V(u1)
6.617097602657635e-003	-2.499177e+002	8.320271e-002	8.230077e-002
6.627097602657638e-003	-2.499177e+002	8.237427e-002	8.231065e-002
6.637097602657641e-003	-2.499177e+002	8.155408e-002	8.232042e-002
6.647097602657644e-003	-2.499177e+002	8.074206e-002	8.233011e-002
6.667097602657650e-003	-2.499177e+002	7.914219e-002	8.234918e-002
6.697097602657659e-003	-2.499176e+002	7.680163e-002	8.237709e-002
6.709954745514806e-003	-2.499176e+002	7.582024e-002	8.238879e-002
6.722811888371953e-003	-2.499176e+002	7.485100e-002	8.240035e-002
6.735669031229100e-003	-2.499176e+002	7.389392e-002	8.241176e-002
6.748526174086246e-003	-2.499176e+002	7.294899e-002	8.242302e-002
6.761383316943393e-003	-2.499176e+002	7.201621e-002	8.243414e-002
6.774240459800540e-003	-2.499176e+002	7.109560e-002	8.244512e-002
6.787097602657687e-003	-2.499175e+002	7.018714e-002	8.245595e-002
6.797097602657690e-003	-3.124174e+002	-1.874302e+002	8.256793e-002
6.807097602657693e-003	-4.374170e+002	-5.624296e+002	8.298974e-002
6.817097602657696e-003	-4.999163e+002	-7.499281e+002	8.371830e-002
6.825669031229127e-003	-4.999156e+002	-7.499266e+002	8.442577e-002
6.834240459800558e-003	-4.999149e+002	-7.499251e+002	8.512733e-002
6.842811888371990e-003	-4.999142e+002	-7.499236e+002	8.582298e-002
6.851383316943420e-003	-4.999135e+002	-7.499221e+002	8.651270e-002
6.859954745514852e-003	-4.999128e+002	-7.499207e+002	8.719652e-002
6.868526174086283e-003	-4.999121e+002	-7.499192e+002	8.787442e-002
6.877097602657714e-003	-4.999115e+002	-7.499177e+002	8.854640e-002
6.887097602657717e-003	-3.749109e+002	-5.624164e+002	1.875891e+002
6.897097602657720e-003	-1.231383e+002	-1.847570e+002	5.652480e+002
6.906817940733244e-003	8.837891e-002	8.349609e-002	7.500884e+002
7.000000000000090e-003	8.050537e-002	7.604980e-002	7.500805e+002
7.104064495460478e-003	7.250977e-002	6.848145e-002	7.500725e+002
7.114064495460482e-003	-1.362774e+002	-2.044561e+002	5.455479e+002
7.122399738581690e-003	-3.737633e+002	-5.606846e+002	1.893189e+002
7.130891750835360e-003	-4.999273e+002	-7.499301e+002	7.274157e-002
7.144235353852516e-003	-4.999260e+002	-7.499277e+002	7.398563e-002
7.154235353852519e-003	-4.999251e+002	-7.499259e+002	7.490685e-002
7.164235353852522e-003	-4.999242e+002	-7.499242e+002	7.581953e-002
7.176823003311038e-003	-4.999230e+002	-7.499221e+002	7.695741e-002
7.181998302228064e-003	-4.138999e+002	-4.918531e+002	7.738674e-002
7.184343251779884e-003	-3.152424e+002	-1.958809e+002	7.750639e-002
7.186909801770072e-003	-2.499225e+002	7.872078e-002	7.754672e-002
7.194126030509417e-003	-2.499224e+002	7.815489e-002	7.758803e-002
7.201832288912857e-003	-2.499224e+002	7.755544e-002	7.763179e-002
7.211832288912860e-003	-2.499223e+002	7.678368e-002	7.768812e-002
7.231832288912866e-003	-2.499222e+002	7.526224e-002	7.779917e-002
7.261832288912876e-003	-2.499220e+002	7.303643e-002	7.796165e-002
7.286118003198597e-003	-2.499219e+002	7.128532e-002	7.808946e-002
7.310403717484319e-003	-2.499218e+002	6.957385e-002	7.821439e-002
7.334689431770041e-003	-2.499217e+002	6.790203e-002	7.833642e-002
7.358975146055762e-003	-2.499215e+002	6.626985e-002	7.845556e-002
7.383260860341484e-003	-2.499214e+002	6.467732e-002	7.857180e-002
7.407546574627206e-003	-2.499213e+002	6.312444e-002	7.868515e-002
7.431832288912928e-003	-2.499212e+002	6.161120e-002	7.879561e-002
7.441832288912931e-003	-1.874213e+002	6.099774e-002	7.873674e-002
7.451832288912934e-003	-6.242164e+001	6.039039e-002	7.836751e-002
7.461832288912937e-003	7.767601e-002	5.978910e-002	7.769101e-002
7.500000000000090e-003	7.476337e-002	5.754717e-002	7.477837e-002
7.535000000000097e-003	7.219206e-002	5.556796e-002	7.220706e-002
7.545000000000100e-003	-6.242842e+001	5.501468e-002	7.159190e-002
7.555000000000103e-003	-1.874287e+002	5.446691e-002	7.129381e-002
7.565000000000106e-003	-2.499287e+002	5.392459e-002	7.130963e-002
7.603571428571547e-003	-2.499282e+002	5.188979e-002	7.176181e-002
7.642142857142987e-003	-2.499278e+002	4.992530e-002	7.219836e-002
7.680714285714428e-003	-2.499274e+002	4.803111e-002	7.261928e-002
7.719285714285868e-003	-2.499270e+002	4.620723e-002	7.302459e-002
7.757857142857308e-003	-2.499266e+002	4.445365e-002	7.341427e-002
7.796428571428749e-003	-2.499262e+002	4.277038e-002	7.378833e-002
7.835000000000189e-003	-2.499259e+002	4.115742e-002	7.414676e-002
7.845000000000192e-003	-1.874259e+002	4.074097e-002	1.875741e+002
7.855000000000195e-003	-6.242621e+001	4.034424e-002	5.625738e+002
7.865000000000198e-003	7.312012e-002	3.991699e-002	7.500731e+002
8.000160187482328e-003	6.390381e-002	3.491211e-002	7.500639e+002
8.130251998900898e-003	5.609131e-002	3.063965e-002	7.500561e+002
8.140251998900901e-003	6.255542e+001	1.875300e+002	7.500554e+002
8.150251998900904e-003	1.875544e+002	5.625284e+002	7.500544e+002
8.160251998900907e-003	1.250534e+002	5.625263e+002	5.625534e+002
8.170251998900910e-003	-1.249471e+002	1.875248e+002	1.875529e+002
8.180251998900913e-003	-2.499470e+002	2.425762e-002	5.299695e-002
8.215966284615210e-003	-2.499459e+002	2.340849e-002	5.405745e-002
8.251680570329507e-003	-2.499449e+002	2.258673e-002	5.508376e-002
8.287394856043804e-003	-2.499439e+002	2.179236e-002	5.607587e-002
8.323109141758099e-003	-2.499430e+002	2.102537e-002	5.703379e-002
8.358823427472396e-003	-2.499420e+002	2.028575e-002	5.795751e-002
8.394537713186693e-003	-2.499412e+002	1.957352e-002	5.884703e-002
8.430251998900989e-003	-2.499403e+002	1.888867e-002	5.970235e-002
8.440251998900993e-003	-1.874402e+002	1.870060e-002	5.983359e-002
8.450251998900996e-003	-6.244036e+001	1.851440e-002	5.965258e-002
8.460251998900999e-003	5.914742e-002	1.833005e-002	5.916242e-002
8.500000000000098e-003	5.683393e-002	1.761485e-002	5.685459e-002
8.534622001648742e-003	5.490549e-002	1.701546e-002	5.492049e-002
8.544622001648745e-003	-6.244553e+001	1.684603e-002	5.447745e-002
8.554622001648748e-003	-1.874457e+002	1.667830e-002	5.434977e-002
8.564622001648752e-003	-2.499455e+002	1.651224e-002	5.453431e-002
8.597479144505904e-003	-2.499445e+002	1.597949e-002	5.546218e-002
8.630336287363058e-003	-2.499436e+002	1.546266e-002	5.636230e-002
8.663193430220210e-003	-2.499428e+002	1.496177e-002	5.723468e-002
8.696050573077364e-003	-2.499419e+002	1.447680e-002	5.807932e-002
8.728907715934516e-003	-2.499411e+002	1.400777e-002	5.889621e-002
8.761764858791670e-003	-2.499403e+002	1.355467e-002	5.968536e-002
8.794622001648822e-003	-2.499396e+002	1.311750e-002	6.044676e-002
8.804622001648825e-003	-1.249395e+002	1.875127e+002	1.875605e+002
8.814622001648828e-003	1.250599e+002	5.625113e+002	5.625599e+002
8.824622001648831e-003	2.500586e+002	7.500090e+002	7.500586e+002
8.874622001648846e-003	2.500517e+002	7.499964e+002	7.500517e+002
8.884622001648850e-003	1.875505e+002	5.624942e+002	7.500505e+002
8.894622001648853e-003	6.254956e+001	1.874931e+002	7.500496e+002
8.904622001648856e-003	4.895020e-002	-7.141113e-003	7.500490e+002
9.000000000000098e-003	4.449463e-002	-6.530762e-003	7.500445e+002
9.085000000000121e-003	4.083252e-002	-6.042480e-003	7.500408e+002
9.095000000000124e-003	6.254034e+001	1.874937e+002	7.500403e+002
9.105000000000127e-003	1.875396e+002	5.624926e+002	7.500396e+002
9.115000000000130e-003	2.500384e+002	7.499904e+002	7.500384e+002
9.126428571428705e-003	2.500370e+002	7.499877e+002	7.500370e+002
9.137857142857279e-003	2.500356e+002	7.499850e+002	7.500356e+002
9.149285714285855e-003	2.500343e+002	7.499823e+002	7.500343e+002
9.160714285714430e-003	2.500330e+002	7.499797e+002	7.500330e+002
9.172142857143005e-003	2.500316e+002	7.499771e+002	7.500316e+002
9.183571428571579e-003	2.500303e+002	7.499745e+002	7.500303e+002
9.195000000000154e-003	2.500291e+002	7.499720e+002	7.500291e+002
9.205000000000158e-003	1.250281e+002	5.624701e+002	5.625281e+002
9.215000000000161e-003	-1.249721e+002	1.874691e+002	1.875279e+002
9.225000000000164e-003	-2.499718e+002	-3.086781e-002	2.822683e-002
9.253571428571600e-003	-2.499702e+002	-2.999942e-002	2.977596e-002
9.282142857143039e-003	-2.499687e+002	-2.915389e-002	3.128433e-002
9.310714285714476e-003	-2.499672e+002	-2.833121e-002	3.275193e-002
9.339285714285913e-003	-2.499658e+002	-2.753138e-002	3.417877e-002
9.367857142857350e-003	-2.499644e+002	-2.675441e-002	3.556484e-002
9.396428571428788e-003	-2.499631e+002	-2.600029e-002	3.691014e-002
9.425000000000225e-003	-2.499618e+002	-2.526902e-002	3.821468e-002
9.435000000000228e-003	-1.874614e+002	-2.501741e-002	3.855987e-002
9.445000000000231e-003	-6.246142e+001	-2.476832e-002	3.859068e-002
9.455000000000234e-003	3.829524e-002	-2.452170e-002	3.831024e-002
9.499999999999800e-003	3.659746e-002	-2.344139e-002	3.662312e-002
9.500000000000099e-003	3.658681e-002	-2.344139e-002	3.662312e-002
9.500000000000945e-003	3.659631e-002	-2.344139e-002	3.662312e-002
9.500000000001549e-003	3.655837e-002	-2.344139e-002	3.662312e-002
9.500000000003950e-003	3.660574e-002	-2.344139e-002	3.662312e-002
9.500000000007156e-003	3.663176e-002	-2.344139e-002	3.662312e-002
9.500000000022893e-003	3.666461e-002	-2.344139e-002	3.662312e-002
9.500000000038630e-003	3.669049e-002	-2.344139e-002	3.662312e-002
9.500000000054368e-003	3.670941e-002	-2.344139e-002	3.662312e-002
9.500000000070105e-003	3.672137e-002	-2.344139e-002	3.662312e-002
9.500000000085843e-003	3.672635e-002	-2.344139e-002	3.662312e-002
9.500000000101580e-003	3.672438e-002	-2.344139e-002	3.662312e-002
9.500000000117317e-003	3.671544e-002	-2.344139e-002	3.662312e-002
9.500000000542160e-003	3.670567e-002	-2.344139e-002	3.662312e-002
9.500000000967001e-003	3.669472e-002	-2.344139e-002	3.662312e-002
9.500000001391843e-003	3.668256e-002	-2.344139e-002	3.662312e-002
9.500000001816684e-003	3.666921e-002	-2.344139e-002	3.662312e-002
9.500000002241526e-003	3.665465e-002	-2.344139e-002	3.662312e-002
9.500000002666367e-003	3.663891e-002	-2.344139e-002	3.662312e-002
9.500000003091209e-003	3.662196e-002	-2.344139e-002	3.662312e-002
9.500000005962551e-003	3.661668e-002	-2.344139e-002	3.662312e-002
9.500000008013508e-003	3.663952e-002	-2.344139e-002	3.662312e-002
9.500000010474657e-003	3.661932e-002	-2.344139e-002	3.662312e-002
9.500000040008458e-003	3.661229e-002	-2.344139e-002	3.662312e-002
9.500000069542259e-003	3.660708e-002	-2.344139e-002	3.662312e-002
9.500000099076060e-003	3.660369e-002	-2.344139e-002	3.662312e-002
9.500000128609862e-003	3.660212e-002	-2.344139e-002	3.662312e-002
9.500000158143663e-003	3.660238e-002	-2.344138e-002	3.662311e-002
9.500000187677464e-003	3.660446e-002	-2.344138e-002	3.662311e-002
9.500000217211264e-003	3.660836e-002	-2.344138e-002	3.662311e-002
9.553763755857321e-003	3.469152e-002	-2.221412e-002	3.470652e-002
9.563763755857324e-003	-6.246555e+001	-2.199294e-002	3.446475e-002
9.573763755857327e-003	-1.874655e+002	-2.177396e-002	3.453633e-002
9.583763755857330e-003	-2.499651e+002	-2.155716e-002	3.491814e-002
9.606620898714479e-003	-2.499640e+002	-2.107029e-002	3.601069e-002
9.629478041571630e-003	-2.499629e+002	-2.059384e-002	3.707986e-002
9.652335184428779e-003	-2.499619e+002	-2.012780e-002	3.812565e-002
9.675192327285930e-003	-2.499609e+002	-1.967218e-002	3.914807e-002
9.698049470143079e-003	-2.499599e+002	-1.922697e-002	4.014712e-002
9.720906613000230e-003	-2.499589e+002	-1.879218e-002	4.112279e-002
9.743763755857379e-003	-2.499579e+002	-1.836781e-002	4.207509e-002
9.753763755857382e-003	-1.249577e+002	1.874815e+002	1.875423e+002
9.763763755857385e-003	1.250419e+002	5.624805e+002	5.625419e+002
9.773763755857388e-003	2.500408e+002	7.499784e+002	7.500408e+002
9.792335184428822e-003	2.500385e+002	7.499742e+002	7.500385e+002
9.810906613000258e-003	2.500362e+002	7.499701e+002	7.500362e+002
9.829478041571691e-003	2.500340e+002	7.499660e+002	7.500340e+002
9.848049470143125e-003	2.500319e+002	7.499621e+002	7.500319e+002
9.866620898714559e-003	2.500298e+002	7.499582e+002	7.500298e+002
9.885192327285994e-003	2.500277e+002	7.499543e+002	7.500277e+002
9.903763755857428e-003	2.500256e+002	7.499506e+002	7.500256e+002
9.913763755857431e-003	1.875247e+002	5.624489e+002	7.500247e+002
9.923763755857434e-003	6.252405e+001	1.874482e+002	7.500240e+002
9.933763755857437e-003	2.368164e-002	-5.157471e-002	7.500237e+002
1.000000000000010e-002	2.215576e-002	-4.827881e-002	7.500222e+002
1.005500000000011e-002	2.093506e-002	-4.571533e-002	7.500209e+002
1.006500000000012e-002	6.252063e+001	1.874544e+002	7.500206e+002
1.007500000000012e-002	1.875200e+002	5.624536e+002	7.500200e+002
1.008500000000012e-002	2.500191e+002	7.499519e+002	7.500191e+002
1.010928571428584e-002	2.500166e+002	7.499471e+002	7.500166e+002
1.013357142857157e-002	2.500142e+002	7.499423e+002	7.500142e+002
1.015785714285729e-002	2.500119e+002	7.499377e+002	7.500119e+002
1.018214285714301e-002	2.500096e+002	7.499332e+002	7.500096e+002
1.020642857142873e-002	2.500074e+002	7.499288e+002	7.500074e+002
1.023071428571445e-002	2.500052e+002	7.499245e+002	7.500052e+002
1.025500000000017e-002	2.500031e+002	7.499204e+002	7.500031e+002
1.026018814308775e-002	1.062116e+002	5.342330e+002	5.343161e+002
1.026402027878875e-002	-1.201830e+002	1.946409e+002	1.947242e+002
1.026815942266486e-002	-2.499970e+002	-8.035153e-002	2.990169e-003
1.028588042119671e-002	-2.499956e+002	-7.894102e-002	4.399828e-003
1.030360141972856e-002	-2.499942e+002	-7.755408e-002	5.785915e-003
1.032132241826041e-002	-2.499929e+002	-7.619074e-002	7.148431e-003
1.033904341679226e-002	-2.499915e+002	-7.485098e-002	8.487375e-003
1.035676441532411e-002	-2.499902e+002	-7.353481e-002	9.802747e-003
1.037448541385596e-002	-2.499889e+002	-7.224222e-002	1.109455e-002
1.039220641238781e-002	-2.499876e+002	-7.097322e-002	1.236278e-002
1.040220641238782e-002	-1.874870e+002	-7.026655e-002	1.296537e-002
1.041220641238782e-002	-6.248676e+001	-6.956691e-002	1.325102e-002
1.042220641238782e-002	1.320788e-002	-6.887425e-002	1.322288e-002
1.050000000000010e-002	1.221839e-002	-6.371444e-002	1.223339e-002
1.057500000000012e-002	1.133525e-002	-5.910918e-002	1.135025e-002
1.058500000000012e-002	-6.248867e+001	-5.852063e-002	1.134103e-002
1.059500000000013e-002	-1.874884e+002	-5.793796e-002	1.164285e-002
1.060500000000013e-002	-2.499877e+002	-5.736107e-002	1.225261e-002
1.061785714285727e-002	-2.499868e+002	-5.662810e-002	1.316038e-002
1.063071428571442e-002	-2.499859e+002	-5.590421e-002	1.405691e-002
1.064357142857157e-002	-2.499851e+002	-5.518939e-002	1.494220e-002
1.065642857142872e-002	-2.499842e+002	-5.448365e-002	1.581624e-002
1.066928571428586e-002	-2.499833e+002	-5.378698e-002	1.667904e-002
1.068214285714301e-002	-2.499825e+002	-5.309940e-002	1.753059e-002
1.069500000000016e-002	-2.499816e+002	-5.242089e-002	1.837090e-002
1.070500000000016e-002	-1.249812e+002	1.874478e+002	1.875188e+002
1.071500000000016e-002	1.250186e+002	5.624471e+002	5.625186e+002
1.072500000000017e-002	2.500178e+002	7.499454e+002	7.500178e+002
1.075214285714303e-002	2.500151e+002	7.499401e+002	7.500151e+002
1.077928571428590e-002	2.500124e+002	7.499351e+002	7.500124e+002
1.080642857142876e-002	2.500099e+002	7.499301e+002	7.500099e+002
1.083357142857163e-002	2.500074e+002	7.499253e+002	7.500074e+002
1.086071428571449e-002	2.500049e+002	7.499206e+002	7.500049e+002
1.088785714285736e-002	2.500026e+002	7.499160e+002	7.500026e+002
1.091500000000022e-002	2.500003e+002	7.499116e+002	7.500003e+002
1.092500000000023e-002	2.499995e+002	7.499100e+002	7.499995e+002
1.093500000000023e-002	2.499986e+002	7.499083e+002	7.499986e+002
1.094052890892283e-002	1.845643e+002	5.536059e+002	7.499982e+002
1.094556200422991e-002	6.232568e+001	1.868905e+002	7.499980e+002
1.095056741801142e-002	-2.014160e-003	-9.216309e-002	7.499980e+002
1.100000000000010e-002	-1.892090e-003	-8.770752e-002	7.499981e+002
1.104988172309636e-002	-1.831055e-003	-8.343506e-002	7.499982e+002
1.105607421953200e-002	6.798303e+001	2.038716e+002	7.499981e+002
1.106126751465051e-002	1.873830e+002	5.620719e+002	7.499979e+002
1.106647994267974e-002	2.499976e+002	7.499160e+002	7.499976e+002
1.109929710180157e-002	2.499949e+002	7.499106e+002	7.499949e+002
1.113211426092340e-002	2.499924e+002	7.499054e+002	7.499924e+002
1.116493142004524e-002	2.499900e+002	7.499004e+002	7.499900e+002
1.119774857916707e-002	2.499876e+002	7.498955e+002	7.499876e+002
1.123056573828890e-002	2.499853e+002	7.498908e+002	7.499853e+002
1.126338289741074e-002	2.499831e+002	7.498863e+002	7.499831e+002
1.129620005653257e-002	2.499810e+002	7.498819e+002	7.499810e+002
1.130620005653257e-002	1.249805e+002	5.623809e+002	5.624805e+002
1.131620005653258e-002	-1.250193e+002	1.873809e+002	1.874807e+002
1.132620005653258e-002	-2.500184e+002	-1.182507e-001	-1.844143e-002
1.136620005653259e-002	-2.500144e+002	-1.136110e-001	-1.444973e-002
1.137620005653259e-002	-1.875136e+002	-1.124798e-001	-1.358018e-002
1.138620005653260e-002	-6.251304e+001	-1.113598e-001	-1.303022e-002
1.139620005653260e-002	-1.281168e-002	-1.102510e-001	-1.279668e-002
1.150000000000010e-002	-1.154742e-002	-9.937148e-002	-1.153242e-002
1.161488070100353e-002	-1.029367e-002	-8.858230e-002	-1.027867e-002
1.162488070100353e-002	-6.251008e+001	-8.770030e-002	-1.007253e-002
1.163488070100353e-002	-1.875096e+002	-8.682708e-002	-9.557499e-003
1.164488070100354e-002	-2.500087e+002	-8.596256e-002	-8.736650e-003
1.165488070100354e-002	-2.500078e+002	-8.510664e-002	-7.820327e-003
1.166488070100354e-002	-1.092045e+002	2.111194e+002	2.111968e+002
1.167263605399318e-002	1.232354e+002	5.597788e+002	5.598566e+002
1.168061260888804e-002	2.499925e+002	7.499141e+002	7.499925e+002
1.171698483902130e-002	2.499898e+002	7.499082e+002	7.499898e+002
1.175335706915455e-002	2.499872e+002	7.499026e+002	7.499872e+002
1.178972929928781e-002	2.499847e+002	7.498972e+002	7.499847e+002
1.182610152942107e-002	2.499823e+002	7.498919e+002	7.499823e+002
1.186247375955433e-002	2.499799e+002	7.498868e+002	7.499799e+002
1.189884598968759e-002	2.499776e+002	7.498819e+002	7.499776e+002
1.193521821982085e-002	2.499755e+002	7.498772e+002	7.499755e+002
1.194521821982085e-002	1.874750e+002	5.623763e+002	7.499750e+002
1.195521821982085e-002	6.247485e+001	1.873763e+002	7.499749e+002
1.196521821982086e-002	-2.502441e-002	-1.228027e-001	7.499750e+002
1.200000000000010e-002	-2.416992e-002	-1.185913e-001	7.499758e+002
1.203070555666892e-002	-2.343750e-002	-1.149902e-001	7.499766e+002
1.204070555666893e-002	6.247668e+001	1.873858e+002	7.499767e+002
1.205070555666893e-002	1.874765e+002	5.623857e+002	7.499765e+002
1.206070555666893e-002	2.499760e+002	7.498847e+002	7.499760e+002
1.209784841381180e-002	2.499738e+002	7.498798e+002	7.499738e+002
1.213499127095467e-002	2.499718e+002	7.498750e+002	7.499718e+002
1.217213412809754e-002	2.499697e+002	7.498704e+002	7.499697e+002
1.220927698524041e-002	2.499678e+002	7.498660e+002	7.499678e+002
1.224641984238327e-002	2.499659e+002	7.498618e+002	7.499659e+002
1.228356269952614e-002	2.499641e+002	7.498577e+002	7.499641e+002
1.232070555666901e-002	2.499624e+002	7.498538e+002	7.499624e+002
1.233070555666901e-002	3.124619e+002	7.498528e+002	7.499619e+002
1.234070555666902e-002	4.374610e+002	7.498518e+002	7.499610e+002
1.235070555666902e-002	4.999598e+002	7.498508e+002	7.499598e+002
1.236070555666902e-002	3.749588e+002	5.623501e+002	5.624588e+002
1.237070555666903e-002	1.249584e+002	1.873503e+002	1.874584e+002
1.238070555666903e-002	-4.141895e-002	-1.484674e-001	-4.140395e-002
1.250000000000010e-002	-3.675736e-002	-1.317578e-001	-3.674236e-002
1.261394166499669e-002	-3.279728e-002	-1.175628e-001	-3.278228e-002
1.262394166499669e-002	1.249673e+002	1.873833e+002	1.874673e+002
1.263394166499669e-002	3.749668e+002	5.623832e+002	5.624668e+002
1.264394166499670e-002	4.999657e+002	7.498822e+002	7.499657e+002
1.266394166499670e-002	4.999631e+002	7.498796e+002	7.499631e+002
1.267394166499671e-002	4.374619e+002	7.498783e+002	7.499619e+002
1.268394166499671e-002	3.124610e+002	7.498770e+002	7.499610e+002
1.269394166499671e-002	2.499604e+002	7.498757e+002	7.499604e+002
1.272822737928244e-002	2.499590e+002	7.498715e+002	7.499590e+002
1.276251309356816e-002	2.499576e+002	7.498674e+002	7.499576e+002
1.279679880785388e-002	2.499562e+002	7.498634e+002	7.499562e+002
1.283108452213961e-002	2.499548e+002	7.498596e+002	7.499548e+002
1.286537023642534e-002	2.499536e+002	7.498559e+002	7.499536e+002
1.289965595071106e-002	2.499523e+002	7.498523e+002	7.499523e+002
1.293394166499678e-002	2.499511e+002	7.498489e+002	7.499511e+002
1.294394166499679e-002	1.874509e+002	5.623483e+002	7.499509e+002
1.295394166499679e-002	6.245099e+001	1.873486e+002	7.499510e+002
1.296394166499679e-002	-4.864502e-002	-1.502686e-001	7.499514e+002
1.300000000000010e-002	-4.693604e-002	-1.449585e-001	7.499531e+002
1.304500000000011e-002	-4.486084e-002	-1.385498e-001	7.499551e+002
1.305500000000012e-002	6.245544e+001	1.873625e+002	7.499554e+002
1.306500000000012e-002	1.874555e+002	5.623626e+002	7.499555e+002
1.307500000000012e-002	2.499552e+002	7.498618e+002	7.499552e+002
1.310357142857156e-002	2.499541e+002	7.498586e+002	7.499541e+002
1.313214285714300e-002	2.499531e+002	7.498556e+002	7.499531e+002
1.316071428571443e-002	2.499520e+002	7.498526e+002	7.499520e+002
1.318928571428587e-002	2.499510e+002	7.498497e+002	7.499510e+002
1.321785714285731e-002	2.499501e+002	7.498469e+002	7.499501e+002
1.324642857142875e-002	2.499491e+002	7.498442e+002	7.499491e+002
1.327500000000018e-002	2.499482e+002	7.498416e+002	7.499482e+002
1.328500000000019e-002	3.124478e+002	7.498406e+002	7.499478e+002
1.329500000000019e-002	4.374471e+002	7.498397e+002	7.499471e+002
1.330500000000019e-002	4.999460e+002	7.498388e+002	7.499460e+002
1.338500000000022e-002	4.999374e+002	7.498320e+002	7.499374e+002
1.339500000000022e-002	3.749366e+002	5.623315e+002	5.624366e+002
1.340500000000022e-002	1.249364e+002	1.873320e+002	1.874364e+002
1.341500000000023e-002	-6.318429e-002	-1.666619e-001	-6.316929e-002
1.349999999999980e-002	-5.804142e-002	-1.530684e-001	-5.801577e-002
1.350000000000070e-002	-5.804379e-002	-1.530684e-001	-5.801577e-002
1.350000000000166e-002	-5.803260e-002	-1.530684e-001	-5.801577e-002
1.350000000000262e-002	-5.802473e-002	-1.530684e-001	-5.801577e-002
1.350000000000358e-002	-5.802021e-002	-1.530684e-001	-5.801577e-002
1.350000000000455e-002	-5.801902e-002	-1.530684e-001	-5.801577e-002
1.350000000000551e-002	-5.802117e-002	-1.530684e-001	-5.801577e-002
1.350000000000647e-002	-5.802667e-002	-1.530684e-001	-5.801577e-002
1.350000000000743e-002	-5.803550e-002	-1.530684e-001	-5.801577e-002
1.350000000001865e-002	-5.798002e-002	-1.530684e-001	-5.801577e-002
1.350000000005711e-002	-5.797922e-002	-1.530684e-001	-5.801577e-002
1.350000000012520e-002	-5.803194e-002	-1.530684e-001	-5.801577e-002
1.350000000013130e-002	-5.805682e-002	-1.530684e-001	-5.801577e-002
1.350000000013162e-002	-5.807507e-002	-1.530684e-001	-5.801577e-002
1.350000000013193e-002	-5.809271e-002	-1.530684e-001	-5.801577e-002
1.350000000013225e-002	-5.810972e-002	-1.530684e-001	-5.801577e-002
1.350000000013256e-002	-5.812620e-002	-1.530684e-001	-5.801577e-002
1.350000000013287e-002	-5.814197e-002	-1.530684e-001	-5.801577e-002
1.350000000013319e-002	-5.815711e-002	-1.530684e-001	-5.801577e-002
1.350000000013350e-002	-5.817164e-002	-1.530684e-001	-5.801577e-002
1.350000000013590e-002	-5.815028e-002	-1.530684e-001	-5.801577e-002
1.350000000013911e-002	-5.815847e-002	-1.530684e-001	-5.801577e-002
1.350000000014392e-002	-5.814462e-002	-1.530684e-001	-5.801577e-002
1.350000000014873e-002	-5.813587e-002	-1.530684e-001	-5.801577e-002
1.350000000015353e-002	-5.813223e-002	-1.530684e-001	-5.801577e-002
1.350000000015834e-002	-5.813370e-002	-1.530684e-001	-5.801577e-002
1.350000000016315e-002	-5.814027e-002	-1.530684e-001	-5.801577e-002
1.350000000016796e-002	-5.815195e-002	-1.530684e-001	-5.801577e-002
1.350000000017276e-002	-5.816874e-002	-1.530684e-001	-5.801577e-002
1.350000000021763e-002	-5.819679e-002	-1.530684e-001	-5.801577e-002
1.350000000025700e-002	-5.818940e-002	-1.530684e-001	-5.801577e-002
1.350000000029637e-002	-5.818140e-002	-1.530684e-001	-5.801577e-002
1.350000000033574e-002	-5.817280e-002	-1.530684e-001	-5.801577e-002
1.350000000037512e-002	-5.816360e-002	-1.530684e-001	-5.801577e-002
1.350000000041449e-002	-5.815379e-002	-1.530684e-001	-5.801577e-002
1.350000000045386e-002	-5.814339e-002	-1.530684e-001	-5.801577e-002
1.350000000049323e-002	-5.813239e-002	-1.530684e-001	-5.801577e-002
1.350000000050605e-002	-5.811541e-002	-1.530684e-001	-5.801577e-002
1.350000000054450e-002	-5.812944e-002	-1.530684e-001	-5.801577e-002
1.350000000058296e-002	-5.814350e-002	-1.530684e-001	-5.801577e-002
1.350000000062141e-002	-5.815757e-002	-1.530684e-001	-5.801577e-002
1.350000000065987e-002	-5.817166e-002	-1.530684e-001	-5.801577e-002
1.350000000069832e-002	-5.818578e-002	-1.530684e-001	-5.801577e-002
1.350000000073678e-002	-5.819991e-002	-1.530684e-001	-5.801577e-002
1.350000000077523e-002	-5.821407e-002	-1.530684e-001	-5.801577e-002
1.350000000095469e-002	-5.815191e-002	-1.530684e-001	-5.801577e-002
1.350000000121106e-002	-5.811891e-002	-1.530684e-001	-5.801577e-002
1.350000000122708e-002	-5.812853e-002	-1.530684e-001	-5.801577e-002
1.350000000123269e-002	-5.819274e-002	-1.530684e-001	-5.801577e-002
1.350000000125191e-002	-5.819129e-002	-1.530684e-001	-5.801577e-002
1.350000000128156e-002	-5.818512e-002	-1.530684e-001	-5.801577e-002
1.350000000131120e-002	-5.818073e-002	-1.530684e-001	-5.801577e-002
1.350000000134084e-002	-5.817813e-002	-1.530684e-001	-5.801577e-002
1.350000000137048e-002	-5.817732e-002	-1.530684e-001	-5.801577e-002
1.350000000140012e-002	-5.817830e-002	-1.530684e-001	-5.801577e-002
1.350000000142977e-002	-5.818106e-002	-1.530684e-001	-5.801577e-002
1.350000000145941e-002	-5.818561e-002	-1.530684e-001	-5.801577e-002
